"","hhid","pnum","pumsSerialNo","persType","persTypeDetailed","age","gender","industry","schlGrade","educLevel","workPlaceType","workPlaceTaz","workPlaceMaz","schoolType","schoolTaz","schoolMaz","usualCarId","dailyActivityPattern","specEvtParticipant","jointTour1Role","jointTour2role","obPeChauffBund1","obPeChauffBund2","obPeChauffBund3","obRsChauffBund","obPePassBund","obRsPassBund","ibPeChauffBund1","ibPeChauffBund2","ibPeChauffBund3","ibRsChauffBund","ibPePassBund","ibRsPassBund","studentDorm","studentRent","activityString"
"164874",99327,1,2010000916480,1,1,54,1,56,0,13,2,168,20167,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-9-72-61-73-62-0]"
"169602",101659,1,2008000888832,1,1,38,2,54,0,13,2,537,20536,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"[0-1-0-411-0-6-0]"
"169603",101659,2,2008000888832,7,19,8,2,0,3,2,0,0,0,1,180,20179,-1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"[0-3-0-6-0]"
"170696",102144,1,2008000757760,1,1,33,1,92,0,13,2,2030,22029,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-61-1-0-6-0]"
"170697",102144,2,2008000757760,4,13,28,2,0,0,9,0,0,0,0,0,0,1,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-5-0-411-8-0-61-61-61-0-6-0]"
"170698",102144,3,2008000757760,8,22,5,2,0,1,2,0,0,0,2,332,20331,-1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-6-0]"
"170699",102144,4,2008000757760,7,19,10,2,0,4,3,0,0,0,1,491,20490,-1,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"[0-3-0-6-0]"
"172877",103201,1,2009000706048,1,1,67,1,32,0,9,2,553,20552,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-0]"
"172878",103201,2,2009000706048,1,1,66,2,62,0,9,1,336,20335,0,0,0,-1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0]"
"174526",103871,1,2010000785408,1,1,52,1,54,0,15,2,477,20476,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-61-61-5-61-0]"
"174527",103871,2,2010000785408,2,4,50,2,54,0,13,2,86,20085,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-15-72-0]"
"174528",103871,3,2010000785408,6,16,18,2,71,5,9,2,457,20456,1,520,20519,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-3-0-5-0]"
"174600",103904,1,2010000916480,4,13,54,2,0,0,13,0,0,0,0,0,0,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-5-72-9-5-0-7-0]"
"174601",103904,2,2010000916480,1,1,58,1,55,0,14,2,1467,21466,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-61-1-0-7-0]"
"175173",104224,1,2009000706048,4,13,53,2,0,0,9,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-9-8-0]"
"175174",104224,2,2009000706048,1,1,58,1,54,0,12,2,1465,21464,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-15-0-15-15-8-0]"
"179416",105853,1,2008001282048,1,1,55,1,22,0,13,2,291,20290,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-61-15-0-15-0]"
"179417",105853,2,2008001282048,1,1,51,2,32,0,12,2,1012,21011,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-61-0]"
"182732",107077,1,2011000078336,1,1,57,1,62,0,13,2,603,20602,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-42-0]"
"182733",107077,2,2011000078336,4,13,62,2,0,0,11,0,0,0,0,0,0,2,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"[0-411-411-0-411-0-42-0-42-42-0]"
"182734",107077,3,2011000078336,7,19,13,1,0,4,4,0,0,0,1,776,20775,-1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"[0-3-0]"
"182735",107077,4,2011000078336,7,19,12,2,0,4,3,0,0,0,1,763,20762,-1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"[0-411-3-0]"
"185204",108076,1,2007000809472,1,1,33,2,55,0,13,2,524,20523,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-61-0-5-61-1-0]"
"186661",108827,1,2007000809472,1,1,33,2,55,0,13,2,168,20167,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-5-1-0]"
"188611",109638,1,2010000523264,5,15,67,2,0,0,9,0,0,0,0,0,0,-1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-5-8-0]"
"188612",109638,2,2010000523264,5,15,82,1,0,0,4,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0]"
"188613",109638,3,2010000523264,2,4,36,1,23,0,11,2,379,20378,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-61-1-0]"
"192868",111372,1,2011000078336,1,1,36,1,81,0,15,2,83,20082,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"[0-61-1-72-1-412-5-9-0]"
"192869",111372,2,2011000078336,4,13,35,2,0,0,14,0,0,0,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0]"
"192870",111372,3,2011000078336,7,19,7,2,0,3,2,0,0,0,1,474,20473,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"[0-3-5-9-0]"
"192871",111372,4,2011000078336,8,21,3,1,0,0,1,0,0,0,1,471,20470,-1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0]"
"192872",111372,5,2011000078336,8,21,2,2,0,0,0,0,0,0,2,476,20475,-1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0]"
"199486",113952,1,2008000757760,1,1,22,1,53,0,9,2,1737,21736,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-5-1-0]"
"199487",113952,2,2008000757760,1,1,52,2,62,0,12,2,489,20488,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-72-9-62-1-5-0-8-0]"
"199488",113952,3,2008000757760,1,1,23,2,44,0,11,2,1634,21633,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-72-8-1-9-0]"
"202274",115033,1,2008001282048,1,1,53,1,32,0,9,2,2122,22121,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-5-1-0]"
"202275",115033,2,2008001282048,1,1,46,2,32,0,9,2,184,20183,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-71-0-1-0-73-0]"
"204267",115765,1,2008000495616,4,13,58,1,0,0,13,0,0,0,0,0,0,-1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0]"
"204268",115765,2,2008000495616,1,1,54,2,92,0,11,2,68,20067,0,0,0,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-72-1-0]"
"204694",115906,1,2009000837120,1,1,55,1,33,0,13,2,2124,22123,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-5-42-0]"
"204695",115906,2,2009000837120,4,13,56,2,0,0,13,0,0,0,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0]"
"206851",116732,1,2008001019904,1,1,36,1,31,0,10,2,25,20024,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-73-0]"
"206852",116732,2,2008001019904,1,1,40,2,44,0,9,1,491,20490,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-42-0]"
"206853",116732,3,2008001019904,7,19,10,1,0,3,2,0,0,0,1,491,20490,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-3-0]"
"206854",116732,4,2008001019904,7,19,15,2,0,5,5,0,0,0,2,491,20490,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0]"
"206855",116732,5,2008001019904,5,15,71,2,0,0,9,0,0,0,0,0,0,-1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-42-42-42-0]"
"213338",119421,1,2009000050688,4,13,61,1,0,0,4,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-5-8-5-9-5-62-0]"
"214278",119787,1,2007000678400,1,1,50,1,55,0,14,2,1934,21933,0,0,0,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"[0-412-412-15-0-42-73-0]"
"214279",119787,2,2007000678400,1,1,46,2,52,0,13,2,1123,21122,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-0-42-42-61-42-0]"
"214280",119787,3,2007000678400,7,19,15,1,0,5,4,0,0,0,1,496,20495,-1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"[0-3-0]"
"214281",119787,4,2007000678400,7,19,12,1,0,4,3,0,0,0,1,496,20495,-1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"[0-412-3-9-0-73-0]"
"219891",121666,1,2011000733696,1,1,49,1,32,0,13,2,538,20537,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0]"
"219892",121666,2,2011000733696,2,4,49,2,54,0,13,2,7,20006,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-71-0-1-72-1-5-5-8-42-73-0]"
"219893",121666,3,2011000733696,6,17,18,1,0,5,7,0,0,0,1,496,20495,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-3-61-0]"
"230463",125937,1,2008000626688,1,1,59,1,32,0,9,2,555,20554,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-5-0-5-0]"
"230464",125937,2,2008000626688,1,1,31,1,56,0,12,2,1359,21358,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0]"
"231335",126324,1,2010000523264,1,1,50,1,22,0,9,2,90,20089,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-61-1-61-0]"
"231362",126339,1,2010000654336,1,1,35,2,31,0,10,2,594,20593,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-42-1-5-72-0]"
"231363",126339,2,2010000654336,1,1,23,1,72,0,10,2,997,20996,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-15-0-15-15-5-0]"
"231364",126339,3,2010000654336,2,4,21,2,81,0,9,2,537,20536,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0]"
"234071",127493,1,2011000602624,1,1,51,2,62,0,10,1,511,20510,0,0,0,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-71-0-7-6-6-7-0-61-15-0-15-15-5-62-61-61-73-0]"
"234072",127493,2,2011000602624,4,13,57,1,0,0,9,0,0,0,0,0,0,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-61-0-7-6-6-7-0-73-0]"
"234073",127493,3,2011000602624,1,3,21,1,62,6,9,2,400,20399,2,776,20775,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0]"
"236635",128720,1,2007000023040,1,1,39,1,61,0,14,1,522,20521,0,0,0,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"[0-71-62-0-61-411-5-61-0]"
"236636",128720,2,2007000023040,2,4,40,2,62,0,13,2,458,20457,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-61-1-0]"
"236637",128720,3,2007000023040,7,19,8,2,0,3,2,0,0,0,1,757,20756,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-3-0]"
"236638",128720,4,2007000023040,7,20,6,1,0,2,2,0,0,0,1,509,20508,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"[0-3-5-61-0]"
"239421",129948,1,2010000916480,1,1,43,1,42,0,9,2,577,20576,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-5-5-0-1-42-0]"
"239422",129948,2,2010000916480,4,13,41,2,0,0,9,0,0,0,0,0,0,-1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-5-5-0-42-0-9-42-72-0]"
"239423",129948,3,2010000916480,2,4,22,2,44,0,9,2,754,20753,0,0,0,-1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-5-5-0-1-0]"
"239424",129948,4,2010000916480,7,19,15,1,0,5,6,0,0,0,2,523,20522,-1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-5-5-0-9-61-72-8-0]"
"239425",129948,5,2010000916480,8,21,1,1,0,0,0,0,0,0,2,523,20522,-1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-5-5-0]"
"242117",131061,1,2009000706048,5,15,79,2,0,0,9,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-5-0]"
"242118",131061,2,2009000706048,5,15,82,1,0,0,13,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-72-0]"
"245326",132338,1,2011000995840,5,15,79,2,0,0,14,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-61-5-5-72-0]"
"247359",133192,1,2008001282048,1,1,40,2,62,0,13,2,192,20191,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-61-1-0]"
"247360",133192,2,2008001282048,1,1,39,1,42,0,12,2,160,20159,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-9-61-71-5-1-61-0-61-0]"
"247361",133192,3,2008001282048,7,19,10,1,0,3,2,0,0,0,1,515,20514,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-3-73-0]"
"247362",133192,4,2008001282048,7,19,7,1,0,3,2,0,0,0,1,523,20522,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-3-0-72-0]"
"249064",133922,1,2009001099264,1,1,52,1,72,0,13,2,747,20746,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-5-9-72-0-5-0]"
"254966",136773,1,2010000916480,4,13,54,2,0,0,13,0,0,0,0,0,0,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-7-0]"
"254967",136773,2,2010000916480,1,1,58,1,55,0,14,1,749,20748,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-71-0-1-72-1-9-8-0-7-0]"
"257019",137587,1,2009000574976,3,11,28,1,54,6,12,2,168,20167,2,1836,21835,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"[0-8-72-0-5-2-0-9-0]"
"259308",138474,1,2011001257984,4,13,60,1,0,0,14,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-9-5-8-0]"
"259309",138474,2,2011001257984,4,13,56,2,0,0,9,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-9-5-61-5-8-61-0]"
"259704",138688,1,2007000547328,4,13,63,2,0,0,9,0,0,0,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0]"
"259705",138688,2,2007000547328,5,15,65,1,0,0,10,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-62-0]"
"260251",138922,1,2010000130048,4,13,52,2,0,0,14,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-8-0]"
"261357",139454,1,2010000392192,1,1,61,1,42,0,13,2,1466,21465,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-9-0]"
"261358",139454,2,2010000392192,4,13,61,2,0,0,13,0,0,0,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0]"
"262563",139959,1,2009000837120,1,1,58,1,54,0,13,2,538,20537,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-72-1-0]"
"262564",139959,2,2009000837120,2,4,55,2,61,0,14,2,546,20545,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-42-0-15-15-15-0]"
"262565",139959,3,2009000837120,7,20,6,2,0,3,2,0,0,0,1,1627,21626,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-3-0]"
"264211",140617,1,2008001019904,2,4,68,2,61,0,9,2,765,20764,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-5-61-0]"
"264212",140617,2,2008001019904,1,1,71,1,61,0,9,1,766,20765,0,0,0,-1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0]"
"267364",141917,1,2007000678400,2,4,25,1,31,0,10,2,1387,21386,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-9-0-8-0]"
"267365",141917,2,2007000678400,7,20,5,1,0,2,1,0,0,0,1,579,20578,-1,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"[0-3-0-5-0]"
"267366",141917,3,2007000678400,2,4,24,2,44,0,11,2,200,20199,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-411-0-15-0-15-0-5-0-8-0]"
"270706",143713,1,2010000261120,5,15,77,1,0,0,11,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-61-8-72-0]"
"273346",145047,1,2011000864768,1,1,46,1,32,0,1,2,308,20307,0,0,0,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-61-1-8-72-1-0]"
"274141",145507,1,2008001413120,1,1,56,2,56,0,12,2,210,20209,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-5-61-5-5-0]"
"275856",146476,1,2009000181760,5,15,70,1,0,0,14,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-9-8-0]"
"275857",146476,2,2009000181760,5,15,72,2,0,0,13,0,0,0,0,0,0,-1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-62-9-61-0]"
"282678",150031,1,2007001071616,1,1,36,2,61,0,11,2,109,20108,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"[0-412-15-15-15-15-15-0-9-0-9-0-9-0]"
"282679",150031,2,2007001071616,7,19,15,2,0,5,5,0,0,0,1,566,20565,-1,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-3-0-9-0-9-0]"
"282680",150031,3,2007001071616,7,19,15,2,0,5,5,0,0,0,1,568,20567,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-3-0]"
"282681",150031,4,2007001071616,7,20,6,1,0,2,1,0,0,0,1,88,20087,-1,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"[0-3-0-9-0]"
"286415",151738,1,2011001257984,1,1,30,1,33,0,9,2,168,20167,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-0-42-0]"
"290291",153811,1,2009000050688,1,1,68,2,31,0,9,2,1138,21137,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-5-61-0]"
"294203",155571,1,2011000471552,4,13,57,2,0,0,9,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-42-5-61-0-42-5-62-0]"
"294204",155571,2,2011000471552,1,1,64,1,92,0,9,2,1946,21945,0,0,0,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-0]"
"294205",155571,3,2011000471552,3,12,20,1,54,6,11,2,385,20384,2,126,20125,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-2-0]"
"294206",155571,4,2011000471552,6,18,16,1,0,5,5,0,0,0,1,385,20384,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0]"
"295813",157346,1,2010000392192,3,9,21,1,0,6,11,0,0,0,2,126,20125,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"[0-2-0-61-0]"
"298391",159004,1,2008001150976,1,1,37,1,62,0,15,2,146,20145,0,0,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-411-0-1-0]"
"298392",159004,2,2008001150976,1,1,37,2,42,0,13,2,99,20098,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"[0-1-0-411-0]"
"298393",159004,3,2008001150976,7,19,7,1,0,3,2,0,0,0,1,385,20384,-1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0]"
"298394",159004,4,2008001150976,7,20,6,2,0,2,2,0,0,0,1,193,20192,-1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"[0-3-0]"
"298395",159004,5,2008001150976,8,21,2,1,0,0,0,0,0,0,2,128,20127,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0]"
"298396",159004,6,2008001150976,1,1,21,2,62,0,9,2,376,20375,0,0,0,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-61-1-0-9-0]"
"298887",159228,1,2009999998976,1,1,63,1,56,0,11,2,543,20542,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-72-1-0]"
"298997",159283,1,2010000523264,2,4,68,1,45,0,9,2,141,20140,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-61-0-7-0]"
"298998",159283,2,2010000523264,4,13,64,2,0,0,9,0,0,0,0,0,0,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-5-9-62-61-5-5-9-8-0-7-0]"
"299119",159334,1,2010000916480,1,1,55,1,32,0,11,2,208,20207,0,0,0,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-15-0-15-15-0-5-6-5-0]"
"299120",159334,2,2010000916480,1,1,58,2,31,0,9,2,525,20524,0,0,0,-1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-0-5-6-5-0]"
"299121",159334,3,2010000916480,4,13,29,1,0,0,9,0,0,0,0,0,0,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-8-61-9-61-61-5-0-5-6-5-0]"
"306136",162843,1,2008001019904,1,1,35,1,81,0,11,2,779,20778,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-72-15-0-9-5-5-0]"
"306137",162843,2,2008001019904,1,1,33,2,81,0,9,2,1457,21456,0,0,0,3,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-9-5-5-0-42-0-9-8-0]"
"306138",162843,3,2008001019904,4,13,19,1,0,0,9,0,0,0,0,0,0,-1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0]"
"306139",162843,4,2008001019904,6,18,16,2,0,5,6,0,0,0,2,385,20384,-1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-42-0-9-5-5-0]"
"307282",163364,1,2011001257984,2,4,72,1,45,0,11,2,1443,21442,0,0,0,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-6-0-9-62-5-72-73-0]"
"307283",163364,2,2011001257984,5,15,73,2,0,0,13,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-9-5-71-0-6-0]"
"311201",165298,1,2007001333760,2,4,82,1,62,0,15,2,469,20468,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0]"
"311202",165298,2,2007001333760,5,15,73,2,0,0,11,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-72-0-9-0]"
"316731",167843,1,2011000995840,1,1,54,1,52,0,11,2,112,20111,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-5-0]"
"318193",168533,1,2007001333760,1,1,28,1,54,0,13,2,90,20089,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-0]"
"318194",168533,2,2007001333760,4,13,25,2,0,0,13,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-9-0]"
"318195",168533,3,2007001333760,8,21,0,2,0,0,0,0,0,0,2,514,20513,-1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0]"
"318269",168561,1,2008000626688,1,1,45,2,31,0,9,2,82,20081,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-5-9-62-5-0]"
"318270",168561,2,2008000626688,1,1,20,1,54,0,10,2,87,20086,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0]"
"325031",171827,1,2009000574976,5,15,68,2,0,0,9,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-8-0]"
"327746",173286,1,2007000940544,1,1,56,2,52,0,12,2,531,20530,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-5-5-72-73-0]"
"328823",173966,1,2007000678400,1,1,26,1,48,0,13,2,1007,21006,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-9-62-1-0]"
"328824",173966,2,2007000678400,1,1,26,2,62,0,13,2,1471,21470,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-9-0]"
